ID	English	Hebrew	Arabic
4165	speech	נאום	خطاب
4166	speed (n)	מהירות	سرعة
4167	spell	לאיית	يتهجّى
4168	spelling (n)	איות	تهجئة
4169	spend	להוציא, לבזבז	ينفق
4170	spend (v)	להוציא (כסף)	ينفق (مالاً)
4171	spend money	לבזבז כסף	ينفق المال
4172	spend time	לבלות / לעשות זמן	يقضي وقتاً
4173	spends time	מבלה זמן	يقضي وقتاً
4174	spider	עכביש	عنكبوت
4175	spirit	רוח	روح
4176	spoil	לקלקל	يفسد
4177	spoke (past tense of speak)	nan	nan
4178	spoon	כף	ملعقة
4179	sport (n)	ספורט	رياضة
4180	sport, sports	ספורט	رياضة
4181	sports	ספורט	رياضة
4182	sports event	אירוע ספורט	حدث رياضي
4183	sports shoes	נעלי ספורט	أحذية رياضية
4184	sportsman (n)	ספורטאי	رياضي
4185	sportsmanship	רוח ספורטיבית	الروح الرياضية
4186	sportsmen	ספורטאים	رياضيون
4187	sportswoman (n)	ספורטאית	رياضية
4188	spots	נקודות, כתמים	نقاط, بقع
4189	spotted (adj)	מנומר, מוכתם	منقط, مبقع
4190	spread (n)	התפשטות	إنتشار
4191	spread (v)	להפיץ, לפרוש	ينشر
4192	spring	אביב	ربيع
4193	spring (n)	אביב	ربيع
4194	spy	מרגל, לרגל	جاسوس, يتجسس
4195	square	כיכר, ריבוע	ميدان, مربع
4196	St (street)	רחוב	شارع
4197	stable (n)	אורווה	إسطبل
4198	stadium	אצטדיון	ملعب, إستاد
4199	stage	במה	مسرح, مرحلة
4200	stain (n)	כתם	بقعة
4201	stairs (n)	מדרגות	درج
4202	stall	דוכן	كشك
4203	stand (v)	לעמוד	يقف
4204	stand in line	לעמוד בתור	يقف في صف
4205	stand up for	לעמוד בעד, לתמוך ב-	يدافع عن
4206	stand-up comedy	סטנד-אפ קומדי	كوميديا إرتجالية
4207	standard (n)	סטנדרט, רמה	مستوى, معيار
4208	star (n)	כוכב	نجمة
4209	star gymnast	כוכב התעמלות	نجم الجمباز
4210	stare	להסתכל, לבהות	يحدق
4211	stars	כוכבים	نجوم
4212	start (n)	התחלה	بداية
4213	start (v)	להתחיל	يبدأ
4214	state	מדינה, מצב	دولة, حالة
4215	state (v)	לציין	يصرح
4216	state of mind	מצב רוח	حالة عقلية، حالة مزاجية
4217	station (n)	תחנה	محطة
4218	statue	פסל	تمثال
4219	Statue of Liberty	פסל החירות	تمثال الحرية
4220	status symbol	סמל סטטוס	رمز المكانة الإجتماعية
4221	stay (v)	להישאר	يبقى, يمكث
4222	stay alive	להישאר בחיים	يبقى على قيد الحياة
4223	stay at home	להישאר בבית	يبقى في البيت
4224	stay away from	להתרחק מ-	يبتعد عن
4225	stay close	להישאר קרוב	يبقى قريب
4226	steak (n)	סטייק	ستيك
4227	steal	לגנוב	يسرق
4228	steal (v)	לגנוב	يسرق, خطوة
4229	step	צעד, שלב	خطوة
4230	step (n)	צעד	خطوة
4231	step (v)	לצעוד	يخطو
4232	stick (n)	מקל	عصا
4233	stick (v)	להדביק	يلصق
4234	sticker	מדבקה	ملصق
4235	still	עדיין	لا يزال
4236	stomach	בטן, קיבה	معدة
4237	stone	אבן	حجر
4238	stone (n)	אבן	حجر
4239	stood (past tense of stand)	nan	nan
4240	stop	לעצור	يتوقّف
4241	store (n)	חנות	متجر
4242	store (v)	לאחסן	يخزن
4243	stories	סיפורים	قصص
4244	storm	סערה	عاصفة
4245	storm (n)	סערה, סופה	عاصفة
4246	stormy (adj)	סוער	عاصف
4247	story (n)	סיפור	قصة
4248	storybook	ספר סיפורים	كتاب قصص
4249	straight	ישר	مستقيم
4250	straight (adv)	ישר	مستقيم
4251	straighten	ליישר	يعدّل مستقيماً
4252	strange (adj)	מוזר	غريب
4253	strangely	באופן מוזר	بشكل غريب
4254	stranger	זר	غريب
4255	strategy	אסטרטגיה	إستراتيجية
4256	straw	קשית	قشة
4257	strawberry	תות שדה	فراولة
4258	street (n)	רחוב	شارع
4259	streets	רחובות	شوارع
4260	strength	כוח, חוזק	قوة
4261	strength (n)	כוח, חוזק	قوة
4262	stress	לחץ, מתח	ضغط، إجهاد، توتّر
4263	strict	מחמיר, קפדן	صارم
4264	strike	שביתה, להכות	إضراب, يضرب
4265	string beans	שעועית ירוקה	فاصوليا خضراء
4266	strong (adj)	חזק	قوي
4267	stronger	חזק יותר	أقوى
4268	stronger (adj) (strong)	יותר חזק	أقوى
4269	strongest (adj) (strong)	הכי חזק	الأقوى
4270	structure	מבנה	هيكل, بنية
4271	student (n)	תלמיד, סטודנט	طالب
4272	students	תלמידים, סטודנטים	طلّاب
4273	studio	סטודיו, אולפן	إستديو
4274	study	ללמוד	يدرس
4275	study (v)	ללמוד	يدرس, يتعلم
4276	stuff	דברים, חומר	أشياء, أغراض
4277	stunt	פעלול	مشهد خطير
4278	stuntman / stuntwoman	פעלולן / פעלולנית	بديل أو بديلة ممثّل
4279	stupid	טיפש	أحمق, غبي
4280	stupid (adj)	טיפש	غبي
4281	stupidly (adv)	בטיפשות	بغباء
4282	style	סגנון	أسلوب, نمط
4283	style (n)	סגנון, אופנה	أسلوب, موضة
4284	subject	נושא, מקצוע	موضوع, مادة
4285	subject (n)	נושא, מקצוע, נושא	موضوع, فاعل, مادة
4286	subject (n)	נושא לימוד	موضوع دراسي
4287	substance	חומר	مادة
4288	substitute teacher	מורה ממלא מקום	معلّم بديل
4289	subway	רכבת תחתית	مترو أنفاق
4290	succeed	להצליח	ينجح
4291	succeed (v)	להצליח	ينجح
4292	success (n)	הצלחה	نجاح
4293	successful	מצליח	ناجح
4294	successful (adj)	מצליח, מוצלח	ناجح
4295	successfully (adv)	בהצלחה	بنجاح
4296	such a	כזה, כל כך	مثل هذا
4297	such as	כגון, כמו	مثل
4298	sucker	פראייר	مغفل
4299	suddenly	פתאום	فجأة
4300	suffer	לסבול	يعاني
4301	suffix	סיומת	لاحقة
4302	sugar (n)	סוכר	سكر
4303	suggest	להציע	يقترح
4304	suggestion	הצעה	إقتراح
4305	suit (n)	חליפה	بدلة
4306	suit (v)	להתאים	يناسب
4307	suitable	מתאים	مناسب
4308	suitcase (n)	מזוודה	حقيبة, وليطة
4309	sum	סכום	مبلغ
4310	summer (n)	קיץ	صيف
4311	summer camp	מחנה קיץ	مخيم صيفي
4312	summer school	בית ספר קיץ	مدرسة صيفية
4313	sun (n)	שמש	شمس
4314	sun cream	קרם הגנה מהשמש	كريم واقي من أشعة الشمس
4315	Sunday	יום ראשון	يوم الأحد
4316	sunflower seeds (n)	גרעיני חמניות	بذور حب الشمس
4317	sunglasses	משקפי שמש	نظارات شمسية
4318	sunglasses (n)	משקפי שמש	نظارات شمسية
4319	sunny	שמשי	مشمس
4320	sunrise	זריחה	شروق الشمس
4321	sunset	שקיעה	غروب الشمس
4322	sunshine (n)	אור שמש	نور الشمس
4323	super powers	כוחות-על	قوى خارقة
4324	superhero	גיבור על	البطل الخارق
4325	Superman	סופרמן	سوبرمان
4326	supermarket (n)	סופרמרקט	سوبرماركت
4327	supernatural	על טבעי	خارق الطبيعة, فوق الطبيعة
4328	superpower	כוח על	قوى خارقة
4329	supper (n)	ארוחת ערב	وجبة العشاء
4330	supplies (n)	אספקה	مؤن, لوازم
4331	supply (v)	לספק	يزود
4332	support (v)	לתמוך	يدعم
4333	suppose	להניח	يفترض
4334	sure	בטוח	متأكد
4335	surely	בוודאי	بالتأكيد
4336	surface	פני השטח	سطح
4337	surfboard (n)	גלשן	لوحة ركوب الأمواج
4338	surfer (n)	גולש	راكب أمواج
4339	surprise (v)	להפתיע	يفاجئ
4340	surprised (adj)	מופתע	مندهش
4341	surprising (adj)	מפתיע	مفاجئ
4342	surprisingly	באופן מפתיע	بشكل مفاجئ
4343	surround	להקיף	يحيط
4344	survey (n)	סקר	إستطلاع الرأي
4345	survival	הישרדות	البقاء على قيد الحياة
4346	survive	לשרוד	ينجو
4347	survive (v)	לשרוד	ينجو
4348	survivor (n)	ניצול	ناجٍ
4349	sushi	סושי	سوشي
4350	swam (past tense of swim)	nan	nan
4351	sweater	סוודר	كنزة
4352	sweater (n)	סוודר	كنزة
4353	sweaters	סוודרים	جرسيات
4354	sweatshirt	חולצת טריקו	سويت شيرت
4355	Sweden	שוודיה	السويد
4356	Swedish	שוודי	سويدي
4357	sweep	לטאטא	يكنس
4358	sweet	מתוק	حلو
4359	sweeter (adj)	יותר מתוק	أحلى
4360	sweets	ממתקים	حلويات
4361	swim	לשחות	يسبح
4362	swim (v)	לשחות	يسبح
4363	swimmer	שחיין	سبّاح
4364	swimmer (n)	שחיין	سبّاح
4365	swimmers	שחיינים	سبّاحون
4366	swimming	שחייה	سباحة
4367	swimming pool	בריכת שחייה	بركة سباحة
4368	swimsuit	בגד ים	ملابس سباحة
4369	switch	להחליף, להחליק	يبدّل
4370	switch off	לכבות	يطفئ
4371	Sydney	סידני	سيدني
4372	system	מערכת	نظام
4373	T-shirt	חולצת טי	تي شيرت
4374	T-shirt (n)	חולצת טי	تي شيرت
4375	T-shirts	חולצות טי	قمصان تي
4376	table (n)	שולחן	طاولة
4377	tail	זנב	ذنب, ذيل
4378	take (somebody / something) seriously	לקחת (משהו) ברצינות	يأخذ بجدية
4379	take (someone / something) seriously	לקחת ברצינות	يأخذ بجدية
4380	take (something) back	להחזיר	يعيد
4381	take (v)	לקחת	يأخذ
4382	take a break	לקחת הפסקה	يأخذ إستراحة
4383	take a shower	להתקלח	يستحمّ
4384	take a test	לעשות מבחן	يخضع لإختبار
4385	take a trip	לצאת לטיול	يأخذ رحلة, يذهب في رحلة
4386	take action	לנקוט פעולה	يتخذ إجراء
4387	take advantage of	לנצל	يستغل
4388	take after	להידמות	يشبه
4389	take apart	לפרק	يفكك
4390	take away from	להרחיק מ-	يبعد عن
4391	take back	להחזיר	يسترد, يعيد
4392	take care of (v)	לטפל ב-	يعتني ب
4393	take down	להוריד	يزيل, يسقط من مكانه
4394	take into account	לקחת בחשבון	يأخذ بعين الإعتبار
4395	take lessons	לקחת שיעורים	يأخذ دروساً
4396	take note	לשים לב	ينتبه
4397	take off (v)	להמריא, להוריד	يخلع, يقلع
4398	take over	להשתלט על	يسيطر على
4399	take part	להשתתף	يشارك
4400	take pictures	לצלם תמונות	يلتقط الصور
4401	take place	להתרחש	يحدث
4402	take place (v)	להתקיים	يحدث
4403	take up room	לתפוס מקום	يأخذ مكاناً
4404	take your time	קח את הזמן	خذ وقتك
4405	take-away	אוכל לקחת הביתה	طعام يؤخذ من المطعم
4406	takes	לוקח	يأخذ
4407	tale	סיפור	حكاية
4408	talented	מוכשר	موهوب
4409	talk (n)	שיחה, דיבור	محادثة, حديث
4410	talk (v)	לדבר	يتكلم, يتحدث
4411	talked	דיבר	تكلّم
4412	talking	מדבר	يتحدّث
4413	talks	מדבר	يتكلّم
4414	tall (adj)	גבוה	طويل
4415	taller (adj) (tall)	יותר גבוה	أطول
4416	tallest (adj) (tall)	הכי גבוה	الأطول
4417	tame	מאולף	أليف, مروّض
4418	tapas	טפאס, מנות קטנות	تاباس، مأزورات إسبانية
4419	tapas bar	מסעדת טפאס, (מסעדה אספנית)	مطعم تاباس (مأزورات إسبانية)
4420	tape	סלוטייפ, נייר דבק	شريط لاصق, ورقة لاصقة
4421	tarantula	טרנטולה	رتيلاء (عنكبوت)
4422	task (n)	משימה	مهمة, وظيفة
4423	taste (n)	טעם	ذوق, طعم
4424	taste (v)	לטעום	يتذوق
4425	tasty	טעים	لذيذ
4426	taught (past tense of teach)	לימד	علّم
4427	tax	מס	ضريبة
4428	tax (n, v)	מס, להטיל מס	ضريبة, يفرض ضريبة
4429	taxi (n)	מונית	تاكسي, سيارة أجرة
4430	taxi station	תחנת מוניות	محطّة تاكسي
4431	tea	תה	شاي
4432	teach (v)	ללמד	يعلّم
4433	teacher (n)	מורה	معلمة, مدرسة
4434	teachers	מורים	معلّمون
4435	teaches	מלמד	يعلّم
4436	teaching	הוראה, לימוד	تدريس, تعليم
4437	team	קבוצה, צוות	فريق
4438	team (n)	קבוצה, צוות	فريق, طاقم
4439	teamwork	עבודת צוות	العمل الجماعي
4440	tear (n)	דמעה	دمعة
4441	tear (v)	לקרוע	يمزق
4442	technology	טכנולוגיה	تكنولوجيا
4443	technology (n)	טכנולוגיה	تكنولوجيا
4444	teen	נער / נערה	مراهق
4445	teenage	מתבגר	في سنّ المراهقة
4446	teenager (n)	מתבגר	مراهق
4447	teenagers	מתבגרים, נערים	مراهقون
4448	teens	בני נוער	مراهقون, فتيان
4449	teeth (n)	שיניים	أسنان
4450	tel (telephone)	טלפון	هاتف
4451	Tel Aviv	תל אביב	تل أبيب
4452	Tel Aviv-Yafo	תל אביב-יפו	تل أبيب-يافو
4453	telephone (n)	טלפון	تلفون
4454	telephone book	ספר טלפונים	دليل تلفون
4455	telephone number	מספר טלפון	رقم تلفون، هاتف
4456	telescope	טלסקופ	تلسكوب
4457	television	טלוויזיה	تلفزيون
4458	tell (v)	לספר, להגיד	يحكي, يقول
4459	tell the truth	לספר האמת	يقول الحقيقة
4460	tells	מספר, אומר	يخبر، يقول
4461	temperature	טמפרטורה	درجة حرارة
4462	temporary	זמני	مؤقت
4463	ten	עשר	عشرة
4464	ten years old	בן עשר	ابن / ابنة عشر سنوات
4465	tend	לנטות	يميل
4466	tend (to)	לנטות (ל-)	يميل (إلى)
4467	tend to	לנטות ל-	يميل إلى
4468	tennis (n)	טניס	تنس
4469	tennis ball	כדור טניס	كرة تنس
4470	tense	זמן (הפועל)	الصيغة الزمنية (الفعل)
4471	tension	מתח	توتر
4472	tent	אוהל	خيمة
4473	tent (n)	אוהל	خيمة
4474	term	מושג, מונח	مصطلح
4475	terrible	נורא	فظيع
4476	terrible (adj)	נורא	فظيع
4477	terribly (adv)	בצורה נוראה	بشكل فظيع
4478	terrific	נהדר	رائع
4479	terrorist (n)	מחבל, טרוריסט	إرهابي
4480	test (n)	מבחן, ניסוי, בדיקה	فحص, إختبار
4481	test (v)	לבדוק, לבחון	يفحص, يختبر
4482	Texas	טקסס	تكساس
4483	text (n)	טקסט, כתוב	نص
4484	text (v)	לשלוח הודעה	يرسل رسالة نصية
4485	text message	הודעת טקסט (סמס)	رسالة نصية
4486	text message (n)	הודעת טקסט (סמס)	رسالة نصية
4487	texts	טקסטים, קריאות	نصوص
4488	Thailand	תאילנד	تايلاند
4489	than	מ-, מאשר / מאשר, יותר	من, أكثر من
4490	thank (v)	להודות	يشكر
4491	Thanks a lot ...	תודה רבה ...	شكراً جزيلاً ...
4492	thanks to	תודות ל-	بفضل
4493	Thanks!	תודה!	شكراً!
4494	that	ש-, זה, ההוא	ذلك, هذا, الذي
4495	that depends	זה תלוי	ذلك يعتمد على
4496	That is ...	זה ...	ذلك ...
4497	That sounds ...	זה נשמע ...	هذا يبدو ...
4498	That's ... shekels.	זה ... שקלים.	هذا ... شيكل.
4499	That's a good idea!	זה רעיון טוב!	هذه فكرة جيدة!
4500	That's all ...	זה הכל ...	هذا كل شيء ...
4501	that's enough	מספיק, זה מספיק	هذا يكفي
4502	That's great!	נהדר!	رائع!
4503	That's right.	נכון.	هذا صحيح.
4504	That's too bad.	חבל.	هذا مؤسف.
4505	the	ה-	ال
4506	the best	הכי טוב, הטוב ביותר	الأفضل, الأحسن
4507	the difference between	ההבדל בין	الفرق بين
4508	the first	הראשון	الأوّل
4509	the following	הבא, הדברים הבאים	التالي
4510	the next day	ביום למחרת	في اليوم التالي
4511	the Old City	העיר העתיקה	البلدة القديمة
4512	the only	היחיד	الوحيد
4513	the past	העבר	الماضي
4514	the rest	השאר, היתרה	الباقي
4515	the right answer	התשובה הנכונה	الجواب الصحيح
4516	the same	אותו הדבר	نفس الشيء
4517	the same as	אותו דבר כמו	نفس, مثل
4518	the sights	האתרים, המראות התיירותיים	المشاهد, المعالم السياحية
4519	the whole	הכל, כל ה-	كل
4520	the wild	הטבע	البرية
4521	the worst	הכי גרוע, קשור	الأسوأ
4522	the youngest	הצעיר ביותר	الأصغر سنّاً
4523	theater	תיאטרון	مسرح
4524	their	שלהם	لهم
4525	theirs	שלהם	خاصتهم, لهم
4526	them	אותם, להם, בהם, ביהם	إليهم, لهم, بهم
4527	themselves	עצמם, אותם	بأنفسهم
4528	then	אז, אחר כך	حينئذ, ثم
4529	theory	תיאוריה	نظرية
4530	therapy (n)	טיפול	علاج
4531	there	שם, יש	هناك
4532	there are	יש (רבים)	يوجد (جمع)
4533	there is (there's)	יש	يوجد
4534	There is ...	יש ...	يوجد ...
4535	there is no doubt	אין ספק	لا شك
4536	there was	היה	كان هناك
4537	there were	היו	كانوا هناك
4538	therefore	לכן	لذلك
4539	these	אלה, האלה	هذه, هؤلاء
4540	they	הם, הן	هم, هنّ
4541	they're	הם (קיצור של they are)	هم
4542	thick	עבה, סמיך	سميك, كثيف
4543	thief (n)	גנב	لص
4544	thieves (n) (plural of thief)	גנבים	لصوص
4545	thin (adj)	רזה	نحيف
4546	thing (n)	דבר	شيء
4547	things	דברים	أشياء
4548	think	לחשוב	يفكر
4549	think (of / about)	לחשוב (על)	يفكر (عن / بشأن)
4550	think (v)	לחשוב	يفكر
4551	thinker	הוגה	مفكر
4552	thinks	חושב	يعتقد، يفكّر
4553	thinner (adj) (thin)	יותר רזה	الأنحف
4554	thinnest (adj) (thin)	הכי רזה	الأنحف
4555	third (adj)	שלישי	ثالث
4556	thirsty	צמא	عطشان
4557	thirsty (adj)	צמא	عطشان
4558	thirteen	שלוש עשרה	ثلاثة عشر
4559	thirty	שלושים	ثلاثون
4560	this	זה, הזה	هذا
4561	this time	הפעם	هذه المرّة
4562	those	אלה, ההם	أولئك
4563	though	למרות ש-, אף על פי ש-	على الرغم من
4564	thought (n)	מחשבה	فكرة
4565	thought (past tense of think)	nan	nan
4566	thousand	אלף	ألف
4567	thousands	אלפים	آلاف
4568	threat	איום	تهديد
4569	threaten	לאיים	يهدد
4570	three	שלוש	ثلاثة
4571	threw (past tense of throw)	nan	nan
4572	throat	גרון	حلق
4573	through	דרך	عبر, خلال, من طريق
4574	throughout	בכל רחבי, לאורך	خلال, في جميع أنحاء
4575	throw (something) out	לזרוק (משהו)	يلقي (شيء)
4576	throw (v)	לזרוק	يرمي
4577	throw away	לזרוק, להשליך	يرمي بعيداً
4578	throw away (v)	להשליך, לזרוק	يتخلص من, يلقي
4579	throw out	להשליך (לפסולת)	يرمي (إلى القمامة)
4580	thunder	רעם	رعد
4581	thunderstorm	סופת רעמים	عاصفة رعدية
4582	Thursday	יום חמישי	الخميس
4583	Tiberias	טבריה	طبريا
4584	tick (v)	לסמן ב-	يعلم, يصح, ويوافق
4585	ticket	כרטיס	تذكرة
4586	tickets	כרטיסים	تذاكر
4587	tide (n)	גאות ושפל	المد والجزر
4588	tidy	מסודר	مرتب
4589	tidy up	לסדר	يرتب
4590	tie	עניבה, לקשור	ربطة عنق, يربط
4591	tie (n)	עניבה	ربطة عنق
4592	tiger	נמר	نمر
4593	tiger (n)	נמר, טיגריס	نمر
4594	tight	הדוק, צפוף, מותאם	محكم الإغلاق
4595	till	עד	حتى
4596	time (n)	זמן, פעם	وقت, زمن
4597	time capsule	קפסולת זמן	كبسولة زمنية
4598	timeline (n)	ציר זמן	محور الزمان
4599	times	פעמים	مرات
4600	Timna	תמנע	تمناع
4601	tin	פחית	علبة
4602	tiny	זעיר	صغير جداً
4603	tip (n)	טיפ, עצה	نصيحة, معلومات مفيدة
4604	tired (adj)	עייף	متعب
4605	tiring (adj)	מעייף	مُتعِب
4606	title	כותרת, תואר	عنوان
4607	title (n)	כותרת	عنوان
4608	titles	כותרות	عناوين
4609	to	ל-, אל	إلى
4610	to do with	קשור ל-	يتعلق ب
4611	toast	טוסט, לחם קלוי	خبز محمص
4612	toast (n)	טוסט	خبز محمص
4613	toasted	קלוי, מוקפץ	محمص
4614	today	היום	اليوم
4615	together	ביחד	معاً, سوياً
4616	toilet	שירותים	مرحاض, حمام
4617	Tokyo	טוקיו	طوكيو
4618	told (past tense of tell)	סיפר	أخبر
4619	tomato	עגבנייה	بندورة, طماطم
4620	tomato juice	מיץ עגבניות	عصير الطماطم
4621	tomato soup	מרק עגבניות	شوربة بندورة
4622	tomatoes	עגבניות	بندورة
4623	tomorrow	מחר	غداً
4624	ton	טון	طن
4625	tonight	הלילה	الليلة
4626	tons	טונות, המון	أطنان, الكثير
4627	too	גם, יותר מדי	أيضاً, أكثر مما يلزم
4628	too bad	חבל	مؤسف
4629	too cold	קר מדי	بارد جدّاً، بارد كثيراً
4630	too hot	חם מדי	حارّ جدّاً
4631	too much	יותר מדי	كثيراً جدّاً
4632	took (past tense of take)	לקח	أخذ
4633	tool	כלי	أداة
4634	tooth	שן	سن
4635	toothache	כאב שיניים	ألم الأسنان
4636	toothbrush	מברשת שיניים	فرشاة أسنان
4637	toothpaste	משחת שיניים	معجون الأسنان
4638	top	צמרת, ראש	قمة, أعلى
4639	topic	נושא	موضوع
4640	topics	נושאים	مواضيع
4641	Toronto	טורונטו	تورونتو
4642	torture	עינויים	تعذيب
4644	total (adj)	כולל	إجمالي, كلي
4645	touch (n)	מגע, נגיעה	لمسة
4646	touch (v)	לגעת	يلمس
4647	tough	קשה, חזק	صعب, قاسي
4648	tour (n)	סיור, טיול	جولة
4649	tour (v)	לסייר, לטייל	يقوم برحلة, يتجول
4650	tour guide	מדריך טיולים	دليل سياحي
4651	tour guide (n)	מדריך טיולים	دليل سياح
4652	tourist	תייר	سائح
4653	tourist (n)	תייר	سائح
4654	tourist attraction	אטרקציה תיירותית	معلم السياحي
4655	tourists	תיירים	سيّاح
4656	toward / towards	לכיוון	نحو, باتجاه
4657	towards	לכיוון, לקראת	نحو, تجاه
4658	towel	מגבת	منشفة
4659	tower	מגדל	برج
4660	tower (n)	מגדל	برج
4661	town (n)	עיר	بلدة
4662	towns	עיירות	مدن، بلدات
4663	toy (n)	צעצוע	لعبة
4664	track (n)	מסלול	مسار
4665	tractor	טרקטור	جرّار, تراكتور
4666	trade (n)	מסחר	تجارة
4667	trade (n, v)	מסחר, לסחור	تجارة, يتاجر
4668	trade (v)	לסחור	يتاجر
4669	tradition	מסורת	تقاليد
4670	tradition (n)	מסורת	تقاليد
4671	traditional	מסורתי	تقليدي
4672	traffic	תנועה	حركة المرور
4673	traffic jam	פקק תנועה	إزدحام مروري
4674	traffic lights	רמזורים	إشارات المرور
4675	tragedy (n)	טרגדיה	مأساة
4676	trail (n)	שביל, מסלול	سبيل, مسلك
4677	train (n)	רכבת	قطار
4678	train (v)	להתאמן, לאמן	يتدرب, يدرب
4679	train station	תחנת רכבת	محطّة قطار
4680	trainer (n)	מאמן	مدرب
4681	trainers	מאמנים	مدرّبون
4682	training	אימון	تدريبات
4683	training (n)	אימון	تدريبات
4684	trance	טראנס	غيبوبة
4685	translate (v)	לתרגם	يترجم
4686	translation (n)	תרגום	ترجمة
4687	translator (n)	מתרגם	مترجم
4688	transport	תחבורה	مواصلات
4689	transportation (n)	תחבורה	وسائل نقل
4690	travel (n)	נסיעה, טיול	سفر
4691	travel (v)	לנסוע, לטייל	يسافر
4692	travel by	לנסוע ב-	يسافر بواسطة
4693	traveled	נסע, טייל	سافر
4694	traveler (n)	מטייל	مسافر
4695	treasure	אוצר	كنز
4696	treasure (n)	אוצר	كنز
4697	treat (v)	להתייחס ל-, לטפל ב-	يعالج, يعامل
4698	tree (n)	עץ	شجرة
4699	trees	עצים	أشجار
4700	trend	מגמה	إتجاه, ميل
4701	trendy	אופנתי	حسب الموضة
4702	trial	משפט, ניסיון	محاكمة
4703	trial and error	ניסוי וטעייה	محاولة وخطأ
4704	tribe	שבט	قبيلة
4705	trick (n)	תרגיל, טריק	خدعة, حيلة
4706	tricks	תעלולים	حيل
4707	tried	ניסה	حاول
4708	tries on	מודד (בגד)	يجرّب
4709	trip (n)	טיול, נסיעה	رحلة
4710	trivia	מידע, טריוויה	تريفيا (المعرفة العامة)
4711	trouble	צרה, בעיה	مشكلة, ورطة
4712	trouble (n)	צרה, בעיה	مصيبة, مشاكل
4713	troubled	מוטרד, מודאג	مضطرب, قلق
4714	trousers (n)	מכנסיים	بنطلون
4715	truck (n)	משאית	شاحنة
4716	true	אמיתי, נכון	صحيح, حقيقي
4717	trust (n)	אמון	ثقة
4718	trust (n, v)	אמון, לסמוך ב-	ثقة, يثق
4719	trust (v)	לסמוך על	يثق
4720	truth	אמת	حقيقة
4721	try (something) on	למדוד (בגד)	يجرب (ثوباً) إختباري
4722	try (v)	לנסות	يجرب, يحاول
4723	try her luck	לנסות את מזלה	تجرب حظها
4724	try it on	למדוד את זה	يجرّبه
4725	try on	למדוד (בגד)	يجرب (ثوباً)
4726	try out (v)	לנסות, לבדוק	يجرب
4727	try out for	להתמודד, לעשות אודישן	يتقدم لإختبار
4728	tsunami (n)	צונאמי	تسونامي
4729	tube	שפופרת, צינורית	أنبوب
4730	Tuesday	יום שלישי	يوم الثلاثاء
4731	tuna	טונה	تونا
4732	tuna (n)	טונה	سمك التونة
4733	tune	מנגינה	نغمة, لحن
4734	tunnel	מנהרה	نفق
4735	Turkey	טורקיה	تركيا
4736	Turks	טורקים	أتراك
4737	turn (n)	תור	دور
4738	turn around	להסתובב, להסתובב	يلتفت, يستدير
4739	turn back	לחזור	يعود
4740	turn down	לסרב, להוריד	يرفض, يخفض
4741	turn in	למסור	يسلم
4742	turn into	להפוך ל-	يتحول إلى
4743	turn left	לפנות שמאלה	ينعطف يساراً
4744	turn off	לכבות	يطفئ
4745	turn on	להדליק	يشغل
4746	turn out	להתברר	يتبين
4747	turn over	להפוך	يقلب
4748	turn red	להסמיק	يحمرّ
4749	turn right	לפנות ימינה	ينعطف يميناً
4750	turn up	להופיע	يظهر
4751	turtle (n)	צב	سلحفاة
4752	TV (n)	טלוויזיה	تلفزيون
4753	TV (television)	טלוויזיה	تلفزيون
4754	TV program	תוכנית טלוויזיה	برنامج تلفزيوني
4755	TV show	תוכנית טלוויזיה	عرض تلفزيوني
4756	twelve	שתים עשרה	إثنا عشر
4757	twenty	עשרים	عشرون
4758	twenty-two	עשרים ושתיים	إثنان وعشرون
4759	twice	פעמיים	مرتان
4760	twin (n)	תאום	توأم
4761	twins	תאומים	توأمان
4762	twist (n)	פיתול	لفة, إلتواء
4763	two	שניים, שתיים	إثنان
4764	two hundred and fifty	מאתיים חמישים	مائتان وخمسون
4765	Two-day	של יומיים	يومين، ذو يومين
4766	two-hour	בן שעתיים	يستغرق ساعتين
4767	type	סוג	نوع
4768	type (n)	סוג	نوع
4769	typical	אופייני	نموذجي, مثالي
4770	U.S.A.	ארצות הברית	الولايات المتحدة
4771	ugly	מכוער	قبيح
4772	ugly (adj)	מכוער	قبيح
4773	UK	בריטניה (המלכות המאוחדת)	المملكة المتّحدة (إنكلترا)
4774	umbrella (n)	מטרייה	مظلة, شمسية
4775	unable	לא יכול, לא מסוגל	غير قادر
4776	unaware	לא מודע	غير واعٍ
4777	unbelievable	לא ייאמן	لا يصدق
4778	uncle (n)	דוד	عم, خال
4779	unclean (adj)	לא נקי	غير نظيف
4780	unclear (adj)	לא ברור, לא ואחי	غير واضح
4781	uncomfortable	לא נוח	غير مريح
4782	unconnected	לא מקושר	غير موصول
4783	uncover (v)	לגלות, לחשוף	يكشف
4784	under	מתחת, מ תחת ל-	تحت
4785	underaged	קטין	قاصر
4786	undercook	לא מבושל מספיק	يطبخ أقل من اللازم
4787	undercover	סמוי	سري, متخفي
4788	underfed	סובל מתת-תזונה	يعاني من سوء التغذية
4789	underground	תת קרקעי, מחתרתי	تحت الأرض
4790	underline	להדגיש, קו תחתון	يضع خطاً تحت
4791	underline (v)	להדגיש	يضع خطاً تحت
4792	underpaid	מקבל שכר נמוך מדי	يتقاضى أقل مما يستحق
4793	undershirt	גופייה	قميص داخلي
